,Avg Cell Entropy,Avg Stable Cell Entropy,Last Cell Entropy,Stable diag LR,Stable diag RL,Initial,Kind
0,0.402179190202273,0.402179190202273,0.4021791902022729,0.0,0.4045648297371957,0000000001000000000000001000000000000100000000000000000000001000000000100000000000000000000011000010,ensemble
1,0.24233785233819435,0.24229218908241493,0.24229218908241482,0.0,0.23321629719799725,0000000100000000000000000000001000000000000000000001000000000000000000001010000000000000000000000000,ensemble
2,0.28639695711595625,0.28639695711595625,0.28639695711595625,0.0,0.2575846699234603,0000000000010000000000000000000000000000000000100000000000100000100000000000000010000000000000000000,ensemble
3,0.584238811642856,0.584238811642856,0.584238811642856,0.0,0.5531589083930124,0100000000000000000011000010000100100010001000000000010000000000001000001000001000001000000000100000,ensemble
4,0.584238811642856,0.584238811642856,0.584238811642856,0.0,0.5772681605041154,1000100010000000001000000000100010010000000000001000000010000100000100000001000000100000000000000001,ensemble
5,0.36596085861749855,0.36592365090022305,0.36592365090022316,0.0,0.3513137545386647,0000100000000000000101000000110000100100000000000000000000100000000000000000000000000000000000000000,ensemble
6,0.32744491915447627,0.32744491915447627,0.32744491915447627,0.0,0.30927276525496367,0100010000000000000000001000000000000100000000000000000000000000000000010000000001000000000000000000,ensemble
7,0.4365031079761775,0.43646981706410287,0.4364698170641029,0.0,0.4302246254928399,1010000000000001000000000000000010000010000000000100000000000000000000001000000001100001000000000000,ensemble
8,0.6098902417770219,0.6098403047164005,0.6098403047164004,0.0,0.5984769000628269,0100000000100100000101000000110100000001000010000000000010000000100000010011000000000011000000000000,ensemble
9,0.46905883226242906,0.4689955935892814,0.4689955935892812,0.0,0.4527794196495276,0000000110000000000000000000000000000000000100000000010000000000000000110000010101000100010010000000,ensemble
10,0.43646981706410287,0.43646981706410287,0.4364698170641029,0.0,0.43771032049824804,0000000000100000000010010000000000100000000001000000000100000000000000000000000001000000000000001100,ensemble
11,0.36596085861749855,0.36592365090022305,0.36592365090022316,0.0,0.36193476017298565,0100000000000000000010110000000000000000000000000000001000000000000100000000000100001000000000000000,ensemble
12,0.402179190202273,0.402179190202273,0.4021791902022729,0.0,0.3936733135420099,0000100000000000000000000000010000000000000000000000001100000000000100100000000000000001001000000000,ensemble
13,0.4999460476953583,0.49991595816452794,0.499915958164528,0.0,0.48521888297281146,0010000000000010000000010100100010000000001000000000000100000000000000001000100000000000000000000110,ensemble
14,0.43646981706410287,0.43646981706410287,0.4364698170641029,0.0,0.3963113223828535,0010000000000000000000000000001000000000000001100000000000110000001000000000100000001000000000000000,ensemble
15,0.402179190202273,0.402179190202273,0.4021791902022729,0.0,0.378055435384494,0000000001000000000000000000000010010000001000000100000000000000000100000000001000010000000000000000,ensemble
16,0.584238811642856,0.584238811642856,0.584238811642856,0.0,0.5844599368652836,0000100001000100001100000000010000000001000000000000000010000000011000000000001000000000000110000100,ensemble
17,0.32744491915447627,0.32744491915447627,0.32744491915447627,0.0,0.3158067175652356,0000100000000000000000000000100000000100000000000000000000000000010000000001000000000100000000000000,ensemble
18,0.5293895418322988,0.5293608652873644,0.5293608652873644,0.0,0.5170166783546335,0001000000000000000010000110001000000000001000000100000001000000010000000001000000000000101000010000,ensemble
19,0.46902721292585525,0.4689955935892814,0.4689955935892812,0.0,0.4667049734678843,0000001000100000000000000000000000010001000101000100000000100000000000000000000000100000010000000001,ensemble
20,0.4464230066905519,0.4464049375696701,0.4464049375696702,0.02228778175255764,0.4315369642460907,,ergodic
21,0.01869360922026797,0.01869386726765676,0.018693867267657427,1.0,0.014597430046447313,,complexity
