,Avg Cell Entropy,Avg Stable Cell Entropy,Last Cell Entropy,Stable diag LR,Stable diag RL,Initial,Kind
0,0.0013689309284953366,0.0,0.0,0.0,0.0,0000000010100000000000100000000000000100010010010000000000100100000010000000000000000000000010000010,ensemble
1,0.0013689309284953366,0.0,0.0,0.0,0.0,0000010000100001000100000010000100000000000000000101000000000010000010000000010000000000000000100000,ensemble
2,0.0006844654642476683,0.0,0.0,0.0,0.0,0101000000000000000000000000000000000000000000000000010000000000000000000000000000001010000000010000,ensemble
3,0.001671134777830746,0.0,0.0,0.0,0.0,0000110000000001000000100000001000000000000001001100000000000010010000100000000000100000000010000000,ensemble
4,0.0012548533511207252,0.0,0.0,0.0,0.0,0010000000101000000000010000000000000000000000010010000000001000000010010000001000100000000000000000,ensemble
5,0.0010266981963715025,0.0,0.0,0.0,0.0,0000000000000001000100001001000000000000000000010000001000000000010000001000000000000000000000010000,ensemble
6,0.0010266981963715025,0.0,0.0,0.0,0.0,0000000000010000000000010000000000001000000000100000000100000000101001000000000000000000000000001000,ensemble
7,0.0007785286002280672,0.0,0.0,0.0,0.0,0000000000000000000000000000000000000000000000000000000001010000000000010100000000000110000000000000,ensemble
8,0.0008926061776026787,0.0,0.0,0.0,0.0,0110000000000000000000100000000000100010000000000000000000000001000000010000000000000000000000000000,ensemble
9,0.0005703878868730569,0.0,0.0,0.0,0.0,0000000000000100001000000000000000000000000000010000000000100000000000000000000000000000000100000000,ensemble
10,0.0018792754911857563,0.0,0.0,0.0,0.0,0000000001000010000100000000000110000000000001000000000100000100000110001000000000010000000110000000,ensemble
11,0.0011207613323519015,0.0,0.0,0.0,0.0,0000000000000000000000000000001001110000000100000000000010000100000100000010000000000000000000000000,ensemble
12,0.001537042759061922,0.0,0.0,0.0,0.0,0000000000000000000001010000000000010000000001101000000011000011010000000000000000000000000000000000,ensemble
13,0.0010266981963715025,0.0,0.0,0.0,0.0,0000000000000000000000000000000000000001000000000000000000000010100000010101010100100000000000000000,ensemble
14,0.001577071641850347,0.0,0.0,0.0,0.0,0000000000000000000000010100000000000001000000100000000001000001010101000000001000000010000000000110,ensemble
15,0.0010266981963715025,0.0,0.0,0.0,0.0,0100000100000000000001000101000000000000000000000000000000000000000000000000100000100000000010010000,ensemble
16,0.0010266981963715025,0.0,0.0,0.0,0.0,0000010000000000100000000000001000001000000000000000000000000100000000010100001000000000000100000000,ensemble
17,0.001671134777830746,0.0,0.0,0.0,0.0,0101000000000000000010000000000000000000000000100100001000000001000000000001100000000001100010000100,ensemble
18,0.00100668375497729,0.0,0.0,0.0,0.0,0000000000001000000000000000000000000001000100000000000000000101000000000001100100000000000000000000,ensemble
19,0.0010266981963715025,0.0,0.0,0.0,0.0,0000000100000000001000000000000000000000000000100001000000000000000000010000000000000001000001001010,ensemble
20,0.0014908784388106,0.0,0.0,0.0,0.0,,ergodic
21,0.2104655739349871,0.0,0.0,0.0,0.0,,complexity
