,Avg Cell Entropy,Avg Stable Cell Entropy,Last Cell Entropy,Stable diag LR,Stable diag RL,Initial,Kind
0,0.9848920560362115,0.9910731573713787,0.9988455359952018,0.9714718515795493,0.9604435221494965,0000000000000000000000000000000000000000100100000000000000000000000000100010000000000000010000000000,ensemble
1,0.9938956840622517,0.9948484518455021,0.9953784388202258,0.9757367497573911,0.9685665036014991,0001011010000000000000100000000101000000000000010000000000010000000000000100000000000000000100000000,ensemble
2,0.9946203153852838,0.9965288350581508,0.9988455359952018,0.9802309320937788,0.9780214078008727,0010000000000000100000110000000000000000000001000000000000010000000000010001000001000000000000000000,ensemble
3,0.9767071333219189,0.9823847273660813,0.9988455359952018,0.9683571940460795,0.9587886215708736,1000000000100000000000010000000000000010000000000000000000000000000000000001000000000000000100000000,ensemble
4,0.978316739716976,0.9831528508398797,0.9988455359952018,0.9663328278926632,0.9610365555192428,0001000000000000000100000000000000000000010000000000000001000000001000000000000000000000010000000001,ensemble
5,0.9962181494819956,0.9968357228182871,1.0,0.9792332255384936,0.9760279833060264,0000010000000000010000100000001000010000000000001000100000000000011000000100000000000000000000000000,ensemble
6,0.9949446625673696,0.9961270939076252,0.9426831892554922,0.9685998094758707,0.9686515755362289,0000000000000000000000100100000010100001000100000000000000001000100100000000000000000000000000000000,ensemble
7,0.9845514858755169,0.9863434604638718,1.0,0.9706717227783266,0.9664509875409812,0010110000000010001000001000000000000000000000000000000001000000010000000000000000100000000000000000,ensemble
8,0.9969299632127689,0.9977941858526163,1.0,0.981256818773071,0.9801958270463281,0001000001000001000000000000000101001000100000000000000000000000000000001001000000000001000000100010,ensemble
9,0.9968495511028046,0.997818135042001,0.9953784388202258,0.9727163635520396,0.9788508043238596,1000000001000000000000000000000000011000000000000000100000000010000000010010100110000000000000000000,ensemble
10,0.9531598725719473,0.9678761936221488,0.8812908992306927,0.9468211463557609,0.9350113860964249,0000000000000000010010000000000000000000000000000000000000000000000000000000000000010000000000000000,ensemble
11,0.9766555969945695,0.981802539508704,0.9895875212220557,0.9641563725821154,0.9581212882844317,0000010000000000010101000000000000000000010000000000000000010000100000000000000000000001000000000000,ensemble
12,0.9966846721056887,0.9980035498718465,0.9953784388202258,0.9795793873575213,0.9780479121469342,1000000000000000000000000100000000011000000001000000000000000001000000010000000000000010000000001000,ensemble
13,0.9772257655414184,0.9821579829933974,0.9988455359952018,0.9646091951893052,0.9514655332251146,0000000100000000000000000000001000000000000000000000010000010000000001000000000000100000000000000000,ensemble
14,0.9909877066628077,0.9943791461828794,0.9814538950336535,0.9763014473716309,0.9572987021633852,0000000100000000000001000000000000000000000000000000000000000000000000000000001001010000110001000000,ensemble
15,0.9852065273782605,0.9854854823841898,0.9895875212220557,0.9684251072407941,0.9635939958309989,0101000000000100010000000010000000000000000001000001000001000001001000010000000000100000000000000000,ensemble
16,0.9968100487036498,0.9976123877576647,0.9953784388202258,0.9796528081680083,0.9794625286693958,0000000000100000010000011100000000001000000000000000000000001000000000111000010000000000000000000000,ensemble
17,0.9835017090384062,0.9857349577329232,0.9895875212220557,0.9692172034598865,0.9599690950030917,0000000000000000000000000000000001000000000100000000001000010000000001000010010000000001001000000001,ensemble
18,0.9739599274970152,0.9781334301431157,1.0,0.965784061277054,0.943815186870149,0000000000101000000000000000000010000000000010000000001000000000100000000000000000000000000000010001,ensemble
19,0.9968462844923256,0.9964919934378108,0.9953784388202258,0.9790646396897075,0.9796479895752204,0100010000010000001000001000100000000000000000010000001000000000000000001010000000000010100000000010,ensemble
20,0.9953489150243593,0.9976676034810869,0.9999971146079947,0.9846530508607414,0.9799154885838164,,ergodic
21,0.008942313898721688,0.008157415598829099,0.012731630280581774,0.013448501114390887,0.015044275187540812,,complexity
