,Avg Cell Entropy,Avg Stable Cell Entropy,Last Cell Entropy,Stable diag LR,Stable diag RL,Initial,Kind
0,0.9452136227357266,0.9439460192412058,0.9814538950336535,0.9341926850399028,0.8523960169933624,1101000000000000000010010100000000000010000000000100100000000010000000000000000000000000000100000010,ensemble
1,0.9689745809803221,0.9685952468882885,0.6800770457282799,0.965575930632611,0.8798430342812184,0000000000000000000100000000100100100000000000000000000010000000000000000000000000000100000000010000,ensemble
2,0.9572805186797801,0.9581646642050629,0.9149263727797274,0.9463640064505433,0.8548926777993778,1010000100000100000010000000000000000001000000100000000010000000000000000000010000000000000010100000,ensemble
3,0.9687814457983934,0.968542974846721,0.499915958164528,0.9577529721624548,0.8589694473524964,0100000000000000000001000000000000000000001000000000000000100000100000000000000100000000000000000000,ensemble
4,0.9537974278402302,0.9537901040606062,0.9580420222262995,0.9425904852965026,0.8655796684988132,1001000010000000000001000010101000000000000000000000100010000001010000011000000000000000000000010000,ensemble
5,0.9537095129783237,0.9536850557667019,0.8687212463394045,0.9510877400834871,0.8653399553609257,0000000000100010000000000000000000100010000000000000000000100100010000000000000000000001100000001000,ensemble
6,0.9642584751367501,0.9639033828957873,0.904381457724494,0.9532133937865213,0.8668723593576458,0000000000000000000011000100000001000000000000010001000000000000000000100000000000000000000001000000,ensemble
7,0.9846648297319475,0.9844397715874916,0.5574381850279891,0.9727318768509927,0.9251343890416924,0100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100,ensemble
8,0.9462728294772326,0.945304697686127,0.9895875212220557,0.9342698945565208,0.8497380791488616,0000000000000000000000100000000010000001010000000000000000000000000010011000000000100001000000000010,ensemble
9,0.9684832069547679,0.9681396175283195,0.4364698170641029,0.9533560805757516,0.8736104740499685,0000000000000000000000001000000000000000100100000100000010000000000000000000000000000000010100000000,ensemble
10,0.9484255168171241,0.9477050009357574,0.9765004687578241,0.9365318874950184,0.8528687090537204,0010000100000001000000110000000000000001000000000000000000000000000100000000100100000000000000000001,ensemble
11,0.988234150497657,0.988122887123073,0.36592365090022316,0.979626018943829,0.9134513910871834,0000000000000000000000000101001010000000000000000000001000000000000000000000000000000000001100000000,ensemble
12,0.985510636712098,0.9854633795659455,0.32744491915447627,0.9776901623767047,0.9128414715001172,0000000000000000000000000000000001000000000001000000000100000000000000000000000000100000000000000000,ensemble
13,0.939582277140447,0.9355960837501343,0.9426831892554922,0.9185811767356421,0.838728601520777,0000100000000000000101000000000000000000100001001000001000001111000001010000001000010000000110000001,ensemble
14,0.9488977774090352,0.9478566985174686,0.9149263727797274,0.9379203789257268,0.8528356539266738,0000000100000100000010000000010000000000000000000100000000001000100000000001100000110000000000000000,ensemble
15,0.9574949968233574,0.9572479008504361,0.9858150371789198,0.9433491738568335,0.8647710051865574,0100000000100100000000000110000000000000011000000000000000100001000001000000000100000000000000000000,ensemble
16,0.9497627841808316,0.9473829548537038,0.9506720926870659,0.938760275120002,0.8503117094606311,0000000000000010001000000001001100000000000000010000001100000000000000000000000000000000000000000000,ensemble
17,0.9515271456946877,0.9506578693653716,0.9426831892554922,0.9395765739938625,0.8660296039270433,0000000000000100000000100000000000000000000000000000000000000001000100001000000001000000000000000001,ensemble
18,0.9551255422972902,0.9552922046809063,0.9814538950336535,0.9451731341499461,0.8632867134194266,1001000000000000000000000000000000000000010000010000000000000100000000000101000000000100000000000000,ensemble
19,0.9439480860841029,0.9429526385891481,0.9953784388202258,0.9241858991144827,0.8404175750834948,1000100000000010000010000010001000000000000000000000000100000001000000000010000000000010000000000000,ensemble
20,0.9642500667325892,0.9640242880435269,0.8788323569105614,0.9556298894840773,0.8776802521660635,,ergodic
21,0.0054475480119835495,0.005896978392682772,0.07977359686702401,0.008375001938283111,0.011717621922315069,,complexity
