,Avg Cell Entropy,Avg Stable Cell Entropy,Last Cell Entropy,Timesteps,Cells,Rule,Initial,Init,Ergodic
0,0.9999354458917304,0.9998515830924675,0.9988455359952018,10000,200,30,00000000000001010000000000000010001000000000010000000000010000000000000000000000000000010001000000000000001001000000010010100000011010000000000100011000101000000000001000000000000000000000100000000000,sparse,False
1,0.9999274860879371,0.9998372678472325,0.9988455359952018,10000,200,30,00100011001000001010000010000000000000000000101000000100010100000000010000000000110001000000000000000000001000001000010000000000000010000000000000000001001000100000000000000001000000000000000001000000,sparse,False
2,0.9999236691772282,0.9998404112405055,0.9997114417528099,10000,200,30,00000000000000000001001000000000000000101000001000000100000111000000000000000000000000000110000000000000000010000001001000000000010000000000100000000000000000001000000000000000000001000000000000000101,sparse,False
3,0.9999288628993603,0.9998435139310895,0.9964625048848765,10000,200,30,10000000000000000000000100010000000000010000000001000001100000010000010001000000000000000000000000000000000000000000000000101000000000000000000000000001000000000000000000001110001011000000010000000000,sparse,False
4,0.9999405285818537,0.9998798080547354,0.9953784388202258,10000,200,30,00100000000000000100000000010100000000000010000000000001000100000000000000010000000001000000000000000000010001000000000000101000000000100001000000000001000010000000000000100010000000100100000000000010,sparse,False
5,0.9999181025967684,0.9998439447191078,0.9988455359952018,10000,200,30,00100000000000000000000000000010000000000000000100000011000000010000000000000010000100000001000000110000000000000000000000011000000010000010000000001000010000000000000000000000000000001010001000000000,sparse,False
6,0.9999392687146562,0.9998752523655184,0.9953784388202258,10000,200,30,00001000000000000010100000000000000010000000000000010100010000000100000000000000100000000000000000110000000000000000000001000001000000000000010010010011010000001000101000000100100000000010010000000000,sparse,False
7,0.9999261420055058,0.9998323995695055,0.99819587904281,10000,200,30,00000001000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000110100000000000110000100001110000000100000000001100000000000001000000000000000000000000000111000000000,sparse,False
8,0.9999376796361187,0.9998559536050777,0.99819587904281,10000,200,30,01000000000000000000000000101111010000000100001000000100100000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000010000001000000000010100000000000000000000000,sparse,False
9,0.9999251377012858,0.9998612095579046,0.9988455359952018,10000,200,30,00110010000100100000001000000010000000000000000000000000000000000000100010000100000000010100000000000001100000001000001000010000000001010000000000001000000000000001001000100000010000000001000100000000,sparse,False
10,0.9999195356744498,0.9998401732321668,0.9953784388202258,10000,200,30,00000000000010010000000000000010100000000000010000000000100000000000000010000000000010000000000000000001010100000000000000000100000000000000001000010000100000000000001000000000000000000001000000000000,sparse,False
11,0.9999299891730482,0.9998742555639617,0.9964625048848765,10000,200,30,00001000001000000000000000000010000000000000000001000000001000001000000000100000000000000100100000000000000000000000000011000000000001010100000000001000010010000000000100000000000000000000000000000000,sparse,False
12,0.9999172602267788,0.9998576397001864,0.9912540071703689,10000,200,30,00000000000000000000000000000000010000000000000010110101100000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000001000010000000000000000000000000000000000100000000,sparse,False
13,0.9999430545586233,0.9998772744168957,0.9790514648094594,10000,200,30,00000000010110100000000100100001010000000000001000000100000000000000010000000000100001000000000000000100000000000001000000000000000000000000000000000001000000000000000000000000000000001000000000000000,sparse,False
14,0.9999216365962043,0.9998486519625785,0.99819587904281,10000,200,30,00000000000101000000000000000000000000000010000000001000001011000001000011000000000000000100001000100000000001000100000000000000000000011000000000000011000001000000000000000001100000000000000000000000,sparse,False
15,0.9999275035264393,0.9998692914584549,0.9974015885677396,10000,200,30,10100000000000000000000000000000000000100000000000000000110001000000000000001000000000000000000000000000010000001000000010000001000000000000000000000000110000000000000000000000000000000100000000001100,sparse,False
16,0.9999133513990773,0.9998553979553503,0.9997114417528099,10000,200,30,00000000000001001001000101000000000001000000010000000000000000000001010000010000000000000000000000000010000010000000000001000000000000000001000000000000100010100000000000000000001000000100000100000000,sparse,False
17,0.9999334693504093,0.9998812291976961,0.9953784388202258,10000,200,30,00000000000000000000000000100000000000000010000000100001001000000000000000000001010000000000000000000100000000000000000000100010000000001010000001001000000000010000000100001000000000001000000100110000,sparse,False
18,0.9999341184459937,0.9998667922850282,0.9790514648094594,10000,200,30,01010001000000000001000000110001000000000100000000010100000000000000000000010000000000000010000000100000000000101010000000001000000000000110110000000000000010000000010000000000010000000101001000001000,sparse,False
19,0.9999331583348945,0.9998577926875774,0.9999278640456615,10000,200,30,00000000100000100000000000101000001000010010100001001001000000000100000010000000000000000001000000000000000000000000000000001001100000010010000100000000000000101000000000000001110010000000000000000000,sparse,False
20,0.9999961179922323,0.9999924089718809,0.9999594238215683,10000,200,30,,sparse,True
